simRound	simID	alphaRest	alphaAmp	alphaShift	infTicksCounts	avgVisitsCounts	pVisits	propSocialVisits	locPerSGCount	maxIncidence	epidemicSize	duration	sd_maxIncidence	sd_epidemicSize	sd_duration
0.0	2068.0	0.013191000000000001	0.5959	0.7999	4.005	1.6668	0.61493	0.9667	2.8297	0.00052788863354939	0.0030829404786146463	1.844507517014353	0.00026553976394415427	0.0020977068878838085	0.11882354072506905
0.0	1595.0	0.026691	0.8901	0.14250000000000002	4.7738	4.4996	0.29885	0.3457	2.9893	0.9768241423754364	1.0	1.3283684189679263	0.0028158743399551694	0.0	0.013705158918416284
0.0	3517.0	0.013959000000000001	0.7015	0.5965	5.0506	2.1236	0.52673	0.1029	19.0329	0.3098193547835346	0.9079650901604193	2.1651683407290405	0.05243001113803156	0.02118893121358406	0.03140988964271723
0.0	1105.0	0.012350999999999999	0.5541	0.0989	5.6122	1.2948	0.08968999999999999	0.7879	11.8813	0.39949419863685454	0.934595729408332	1.9408744194795742	0.004233411105123037	0.0020882460729507177	0.029945061935478728
0.0	2918.0	0.014151	0.7141000000000001	0.6015	4.295	2.5860000000000003	0.68045	0.46630000000000005	16.2437	0.22950068265940293	0.8794430519854302	2.202381675909224	0.04788266328278316	0.02349963491875754	0.12765885581402134
0.0	2931.0	0.022371	0.3235	0.8093	4.7038	3.4196	0.40595	0.6039	17.455900000000003	0.8818961096722407	0.9999509542102974	1.476247182767095	0.004657680636561398	2.9234150973725144e-05	0.019559015382452128
0.0	249.0	0.018669	0.0915	0.35950000000000004	4.067	3.2996	0.48550999999999994	0.11750000000000001	14.4387	0.7903309887362658	0.9992889847827733	1.5256762272038626	0.004774964314904299	0.00011546101866967537	0.021551944884746568
0.0	2917.0	0.002349	0.8847	0.8815000000000001	4.9122	3.5716	0.64751	0.7215	13.1467	0.0758366008812321	0.36112978404551577	2.0372977443530065	0.03161738339881649	0.12802419536843013	0.029591075877216124
0.0	1178.0	0.024393	0.49210000000000004	0.7865	4.2866	3.5804	0.42196999999999996	0.8981	18.295700000000004	0.7994334034773128	0.9999217620469096	1.5000876268159649	0.006003229018565215	3.6565299471852555e-05	0.019157004136184538
0.0	1885.0	0.019395000000000003	0.3679	0.10650000000000001	4.2766	1.854	0.21100999999999998	0.8399000000000001	17.8929	0.5769210632483989	0.9899473541447236	1.6988994081973166	0.004965620407688184	0.0004999709150465981	0.024192078630425683
0.0	3452.0	0.007695	0.7917000000000001	0.2873	4.7978000000000005	1.3276	0.25043	0.34230000000000005	13.3975	0.23299653427221517	0.8171316430134894	2.118626640566749	0.013508123234313616	0.009302712529425865	0.0256490953819984
0.0	2731.0	0.0051210000000000006	0.30770000000000003	0.0469	4.3394	3.29	0.83453	0.7247	2.5257000000000005	0.4059591110591421	0.942946215390929	1.8471871519216247	0.004053717992301954	0.0016106493822982816	0.025664573970286236
0.0	2301.0	0.002637	0.27590000000000003	0.4611	5.005	4.586	0.06917	0.6325000000000001	15.2253	0.26346642459511666	0.8467944285988993	2.0677003070543	0.014685794963175432	0.011080251575007498	0.030099361452634678
0.0	633.0	0.016179	0.8051	0.028300000000000002	5.0174	1.4004	0.25439	0.39070000000000005	5.6797	0.6344715543875457	0.9866126242440962	1.715950238818559	0.0035405696301876468	0.0006147087699578086	0.024914399280371015
0.0	4484.0	0.016935	0.3975	0.28890000000000005	4.009	2.138	0.28517	0.7371000000000001	15.3697	0.5391200980644943	0.981467534384063	1.7207156200269642	0.005969289514312817	0.0010109406130358197	0.022932542061819387
0.0	982.0	0.016371	0.5303	0.8751	5.743	1.9572	0.07025	0.4061	1.3857	0.626133450205077	0.9804435040285289	1.7654843964861535	0.00803090180002187	0.0013944468960691311	0.02956471405601002
0.0	4732.0	0.008883	0.30670000000000003	0.0541	5.487	2.9828	0.25060999999999994	0.8825000000000001	11.7369	0.6289702908981334	0.9943184636102039	1.7431246958546194	0.003912165193970996	0.0003527796613699594	0.0216881711325791
0.0	2736.0	0.005229	0.5447	0.7407	4.307	4.2404	0.37499	0.5753	2.9398999999999997	0.335996565038584	0.8767946133853749	1.8646565944019136	0.016541199535969657	0.012973341097932961	0.033262011322498924
0.0	2462.0	0.016449	0.0999	0.9939	5.7798	1.0764	0.72761	0.5351	16.1449	0.38620311426015064	0.9111354217132812	1.9495175152145001	0.004003763167095663	0.002250681561986377	0.027927403575943827
0.0	4763.0	0.025869	0.4843	0.8511000000000001	4.5042	4.5692	0.9131900000000001	0.1393	17.7143	0.9657068647163786	1.0	1.333488167391742	0.003717767421938574	0.0	0.011848974782553718
0.0	3990.0	0.012735	0.5357000000000001	0.7897000000000001	4.6378	1.498	0.35392999999999997	0.2671	15.9853	0.13706582844203777	0.5965810255599593	2.0563841657362447	0.027486304233903948	0.06877888235851913	0.0705432030881912
0.0	4322.0	0.020775	0.1563	0.9579000000000001	4.9946	3.0020000000000002	0.50477	0.8611	16.935299999999998	0.8241555374566505	0.9998940602595188	1.543834956882816	0.003957442520782224	4.076682215918574e-05	0.01767735723456474
0.0	4697.0	0.024284999999999998	0.8427	0.7565000000000001	4.7754	3.9404000000000003	0.5404100000000001	0.1613	19.5573	0.9148787383436026	0.9999848580843049	1.4366316766322802	0.003756661814193982	1.6817574641880082e-05	0.016883951495341536
0.0	1153.0	0.029919	0.9559000000000001	0.3719	4.2082	2.4324000000000003	0.47290999999999994	0.2735	5.9837	0.7031836364997767	0.9972894840560957	1.6464038488153114	0.012895848756669288	0.0005153109995006469	0.020628980571041525
0.0	4868.0	0.020421	0.8511000000000001	0.6971	4.6766000000000005	3.766	0.30335	0.10250000000000001	18.9493	0.7258300509551495	0.9944839535043506	1.6033752635069467	0.012005065663947061	0.0009953872975796217	0.028968729380945357
0.0	959.0	0.015987	0.9985	0.9203	5.6266	3.4636	0.46462999999999993	0.7733000000000001	8.924900000000001	0.9283284288219916	0.9999977496228273	1.4737766715523648	0.003143771178820302	5.605658828872028e-06	0.015977531606660537
0.0	4111.0	0.009741	0.9349000000000001	0.3365	5.4794	1.2868	0.30316999999999994	0.2525	12.732500000000002	0.3631423290200393	0.9132953343756403	2.066562528163961	0.02095828869949179	0.008651252573511813	0.022404391797469038
0.0	953.0	0.004119	0.5745	0.2373	4.3294	4.131600000000001	0.53123	0.7513000000000001	2.0659	0.46462663836018286	0.9690933152426534	1.8206445113254708	0.006752094998751473	0.0016565122293731812	0.021670600857350435
0.0	1170.0	0.009897000000000001	0.7889	0.32310000000000005	5.7214	3.2468000000000004	0.6552500000000001	0.19230000000000003	2.7309	0.7574765858915576	0.9979534646789398	1.6921556517483347	0.0072834811902232005	0.0003391049279070299	0.01718863926707991
0.0	2303.0	0.019059	0.4235	0.3629	4.4586	1.3108	0.15953	0.2935	19.5345	0.36613516300089516	0.9181279868738846	1.932722709434196	0.015174877844959274	0.006877612878291164	0.025892762299230886
0.0	1476.0	0.017667	0.1213	0.7723	5.5734	1.9124	0.051890000000000006	0.6093000000000001	9.4379	0.5371324113440575	0.9662952094245764	1.8251626868766866	0.004133221545255439	0.0011415648199083336	0.03360609653791904
0.0	2279.0	0.008961	0.6575	0.18470000000000003	5.473	2.5044	0.67001	0.11730000000000002	19.3597	0.7110863991379653	0.9952274169212935	1.7065045799138034	0.004924722706993235	0.00043874349910767593	0.023489316562960647
0.0	603.0	0.012051000000000001	0.21850000000000003	0.7619	4.7778	3.2844	0.87449	0.5861000000000001	10.1143	0.7196901248750277	0.9964804293403522	1.633990068514973	0.0039745273115288525	0.00024505038224499945	0.020581463081317242
0.0	1691.0	0.024945	0.8517	0.9843000000000001	5.3598	4.102	0.23386999999999997	0.8385	18.2349	0.9648507562671916	1.0	1.3907563199596924	0.003054533749674534	0.0	0.012514386185907441
0.0	3354.0	0.027831	0.9557	0.6181000000000001	5.3594	3.678	0.64607	0.4133	16.6389	0.3318279860655089	0.9807539387014107	2.0687857804430383	0.06283029951850172	0.002282904651277014	0.021126537077445027
0.0	3829.0	0.018813	0.0441	0.0067	5.8682	1.1124	0.33016999999999996	0.5649000000000001	1.4845000000000002	0.39196684701145074	0.9238854484354816	1.9672349660285697	0.004258497731353618	0.0019603225893384093	0.034689004119838475
0.0	374.0	0.026757	0.2091	0.2747	4.9062	1.5036	0.41153	0.7539	7.716500000000001	0.6085872875205192	0.9911944040215491	1.7336938722526698	0.004168973032833846	0.0004985319880555091	0.023301132014649773
0.0	1109.0	0.022359	0.9331	0.8103	5.1638	1.3356	0.19679000000000002	0.5285	1.1957	0.39341173446741	0.8948480058612728	1.8581105655677703	0.0356513707994337	0.03347460744686279	0.03931766328020985
0.0	3777.0	0.010466999999999999	0.8161	0.4499	4.2878	2.386	0.14045000000000002	0.5927	17.9499	0.3748161420281925	0.933419385094745	2.036893415656683	0.03066829138835421	0.010326541379354164	0.015981549325089696
