beta0,beta1,beta2,ell0,ell1,ell2,inv_sigma_gp,inv_sigma_noise,lambda,lambda2,log_likelihood,log_prior,nu0,nu1,nu2,sigma_noise,tau_sq0,tau_sq1,tau_sq2,zeta0,zeta1,zeta2
0.8820455371825602,1.132932487614288,-0.5652253722193347,1.4277263611876307,1.5391172798151949,1.04753740303357,,,1.6573819980790954,,-543295.8731193787,-15.337905183606466,,,,1.2403606318467264,0.5689098355456683,0.7510247326881654,0.05551383624976199,,,
0.6309919872305495,1.0264248584035824,-0.7990964587763769,1.3597586254580039,1.7104278326560056,0.9852346806389967,,,1.6091018119852951,,-16708.10549252752,-16.29918079912568,,,,1.2363166016244242,0.5902103384802918,0.8193015068771771,0.1397251244039588,,,
0.6309919872305495,1.0264248584035824,-0.7990964587763769,1.3597586254580039,1.7104278326560056,0.9852346806389967,,,1.6091018119852951,,-224880.35389657854,-11.131162973218629,,,,1.2363166016244242,0.5902103384802918,0.8193015068771771,0.1397251244039588,,,
0.6874005895839206,0.7817147581813982,-1.2652307391409896,1.1897938088393476,1.1468320495879742,1.7564429813329214,,,1.4410870593007405,,-6564.927065438187,-12.072654229122575,,,,1.6833928571559458,0.7197019232053327,0.965264335897815,0.641871691208732,,,
0.6874005895839206,0.7817147581813982,-1.2652307391409896,1.1897938088393476,1.1468320495879742,1.7564429813329214,,,1.4410870593007405,,-3409.97922821453,-17.64128297372214,,,,1.6833928571559458,0.7197019232053327,0.965264335897815,0.641871691208732,,,
0.6874005895839206,0.7817147581813982,-1.2652307391409896,1.1897938088393476,1.1468320495879742,1.7564429813329214,,,1.4410870593007405,,-22534.66957826735,-16.766352268064832,,,,1.6833928571559458,0.7197019232053327,0.965264335897815,0.641871691208732,,,
0.7397158760562812,0.591679877233346,-1.3777230492934283,1.1571425309192531,1.1178463009898436,1.6815533253597148,,,1.4142664827105258,,-19007.35447665201,-14.08660105322675,,,,1.7432967376393402,0.7424886278438846,0.9687663067569073,0.7431323410174931,,,
-1.3408527141357884,3.5339144135344824,-2.4100362246457703,4.362992360006184,0.6646482659384584,1.2947411853947193,,,1.2661377619522005,,-65652.11410708359,-9.427069620724527,,,,2.9666278482408983,0.7606929491216713,1.2433572036121106,0.8341709781583942,,,
-1.3408527141357884,3.5339144135344824,-2.4100362246457703,4.362992360006184,0.6646482659384584,1.2947411853947193,,,1.2661377619522005,,-232101.1420858787,-24.003478967430162,,,,2.9666278482408983,0.7606929491216713,1.2433572036121106,0.8341709781583942,,,
-1.3408527141357884,3.5339144135344824,-2.4100362246457703,4.362992360006184,0.6646482659384584,1.2947411853947193,,,1.2661377619522005,,-232368.8087320287,-13.173455528354175,,,,2.9666278482408983,0.7606929491216713,1.2433572036121106,0.8341709781583942,,,
-1.3408527141357884,3.5339144135344824,-2.4100362246457703,4.362992360006184,0.6646482659384584,1.2947411853947193,,,1.2661377619522005,,-452510.3214437846,-13.097961291940843,,,,2.9666278482408983,0.7606929491216713,1.2433572036121106,0.8341709781583942,,,
-1.0883519296852642,3.8038125277173647,-3.3050157889145733,4.169821145284676,0.7104378677354027,1.3227999139360604,,,1.2318993444546684,,-1991271.177172505,-14.860828496873012,,,,3.1879300972711575,0.7892675514694524,1.4577647110441918,1.4107614146348337,,,
-1.0883519296852642,3.8038125277173647,-3.3050157889145733,4.169821145284676,0.7104378677354027,1.3227999139360604,,,1.2318993444546684,,-25269.167216326554,-9.005493405901744,,,,3.1879300972711575,0.7892675514694524,1.4577647110441918,1.4107614146348337,,,
-1.0883519296852642,3.8038125277173647,-3.3050157889145733,4.169821145284676,0.7104378677354027,1.3227999139360604,,,1.2318993444546684,,-33732.074745519785,-12.511180977256044,,,,3.1879300972711575,0.7892675514694524,1.4577647110441918,1.4107614146348337,,,
-0.6398985228895347,1.9719165662247555,-1.2030658766741802,2.8873938231897953,0.596499982824249,1.8957341772654543,,,1.2150721269544467,,-459097.1763240615,-15.34256038719919,,,,3.5400921095807694,0.8178842680561705,1.147684316171158,1.2530853833926763,,,
-1.5945958753515934,1.6478774378779306,-0.6018740856959133,2.2211826987259977,0.7632084004733984,1.7169985705440085,,,1.1792426650021695,,-22046.76690135134,-15.424393879832149,,,,3.891149024657959,0.7615627467783556,1.0414720650535478,2.2018973936625015,,,
-1.5945958753515934,1.6478774378779306,-0.6018740856959133,2.2211826987259977,0.7632084004733984,1.7169985705440085,,,1.1792426650021695,,-960425.1860818067,-11.87677961165201,,,,3.891149024657959,0.7615627467783556,1.0414720650535478,2.2018973936625015,,,
-1.5945958753515934,1.6478774378779306,-0.6018740856959133,2.2211826987259977,0.7632084004733984,1.7169985705440085,,,1.1792426650021695,,-129583.25568061175,-13.217947941200395,,,,3.891149024657959,0.7615627467783556,1.0414720650535478,2.2018973936625015,,,
-1.5945958753515934,1.6478774378779306,-0.6018740856959133,2.2211826987259977,0.7632084004733984,1.7169985705440085,,,1.1792426650021695,,-121862.47913854854,-11.74233289855413,,,,3.891149024657959,0.7615627467783556,1.0414720650535478,2.2018973936625015,,,
-1.5945958753515934,1.6478774378779306,-0.6018740856959133,2.2211826987259977,0.7632084004733984,1.7169985705440085,,,1.1792426650021695,,-329957.5070583911,-14.530450404195674,,,,3.891149024657959,0.7615627467783556,1.0414720650535478,2.2018973936625015,,,
1.8641845107583819,0.7942019004293485,-6.4045062420485275,1.630454777077981,3.86227104799557,2.8279343136337145,,,1.822115918002339,,-587673.301724758,-15.935646514386724,,,,6.479369745239869,0.24191683329534416,0.7074749597907785,0.6978060900620849,,,
1.8641845107583819,0.7942019004293485,-6.4045062420485275,1.630454777077981,3.86227104799557,2.8279343136337145,,,1.822115918002339,,-1301480.2527729697,-18.046894169844723,,,,6.479369745239869,0.24191683329534416,0.7074749597907785,0.6978060900620849,,,
1.8641845107583819,0.7942019004293485,-6.4045062420485275,1.630454777077981,3.86227104799557,2.8279343136337145,,,1.822115918002339,,-644858.9064995106,-14.173191231917961,,,,6.479369745239869,0.24191683329534416,0.7074749597907785,0.6978060900620849,,,
1.8641845107583819,0.7942019004293485,-6.4045062420485275,1.630454777077981,3.86227104799557,2.8279343136337145,,,1.822115918002339,,-473689.4899324877,-17.213608715826883,,,,6.479369745239869,0.24191683329534416,0.7074749597907785,0.6978060900620849,,,
1.9702580984963085,2.534847865051412,-5.921153764474213,1.374121420779293,3.471671450827624,2.5848570413936356,,,1.688084081575137,,-136316.3557747304,-14.06790675423968,,,,6.474368052940684,0.2590783721648,1.1050809482343593,0.9297658700929635,,,
1.9702580984963085,2.534847865051412,-5.921153764474213,1.374121420779293,3.471671450827624,2.5848570413936356,,,1.688084081575137,,-538131.6057823348,-14.613171519234541,,,,6.474368052940684,0.2590783721648,1.1050809482343593,0.9297658700929635,,,
21.34200543468745,25.631297173517833,-47.125654573438965,1.6518137400120811,3.6521547219880004,3.048057335631859,,,1.8471359981996964,,-16708.10549252752,-16.29918079912568,,,,41.01629434021024,0.17150695307026778,0.9550825746871618,0.7565255306668152,,,
21.34200543468745,25.631297173517833,-47.125654573438965,1.6518137400120811,3.6521547219880004,3.048057335631859,,,1.8471359981996964,,-224880.35389657854,-11.131162973218629,,,,41.01629434021024,0.17150695307026778,0.9550825746871618,0.7565255306668152,,,
21.34200543468745,25.631297173517833,-47.125654573438965,1.6518137400120811,3.6521547219880004,3.048057335631859,,,1.8471359981996964,,-6564.927065438187,-12.072654229122575,,,,41.01629434021024,0.17150695307026778,0.9550825746871618,0.7565255306668152,,,
