sigma_noise,sigma_gp,lambda,zeta0,tau_sq0,nu0,beta0,ell0,zeta1,tau_sq1,nu1,beta1,ell1,zeta2,tau_sq2,nu2,beta2,ell2
2.102085337276986,1.852463569520254,0.36086056446924847,0.42642501394820603,6.549283945373229,-0.8397738456436977,-4.517618959477734,0.8839874439357897,0.166187358971007,2.552402336709527,-0.9666849036012233,-3.246458428807736,0.5219368612434027,0.5376980606873418,8.258280262953,0.6422449536450776,3.8796795191155606,2.0885464282972905
2.114864956085904,1.1758964952153315,1.2662301301599213,1.008987719325428,1.2586082935120173,0.7912178119868999,1.8772581179756633,1.137136217650344,0.2758377568740249,0.34407920117948054,0.39335991087698313,0.4879799165440035,1.7260527377387296,1.7237676338402574,2.15022264244149,-0.9865736680528666,-3.0595240831436974,0.46005902177776714
4.213260679172788,3.830797146062138,0.1673325711758922,0.6953312791360416,49.666184024006355,-0.8981168475552443,-26.667454957050502,0.8798340162350228,0.19358405270040924,13.827338815359658,0.2098140006746401,3.287169490444397,0.5291273542388258,0.11184826941043606,7.989108066888082,0.684794709719147,8.155073408936866,2.2612217059805637
6.014177847966298,0.8747766950287642,1.2163701516940126,0.21659547570400356,0.29278435566108735,-0.06916894938764619,-0.22509268391287046,1.14823269913679,0.8792418852891231,1.1885209883442511,-0.8500593863112296,-5.5735122701319835,1.4992484499898118,2.5895418737832836,3.5004302214011074,-0.3195654398877537,-3.5958104025141124,0.442571592641164
0.3314978231319491,1.2183537110749463,0.32014693869509897,1.323546091680442,25.826785693893086,0.0241616701177403,0.04070453621882604,0.8540940412197685,2.7435919645207383,53.536603027703464,0.4656448936407806,1.1294341917866233,0.8767993206223724,0.3106725345209273,6.062254288298585,0.029081213748306887,0.02373615033944154,2.2141976266851073
6.261674392855909,7.901348904700877,1.2192418950489279,0.761956478692641,1.025133455766799,-0.21470546529781967,-1.3612057771067703,1.5527607275690902,0.09570783048665751,0.1287649646067348,-0.3974104044322973,-0.8929529368208259,0.8268491352180708,1.5107304120303153,2.03253116329411,-0.3951862574648007,-3.5278565762144325,0.45167824767585824
2.5796204339581212,0.6140817578106699,1.0550671955067559,0.4133431647627598,0.7426437252299237,-1.0465797956644995,-2.3265822627015695,3.8493481921751007,0.261001878568842,0.4689357993947316,0.09641685661042868,0.1703199305509253,0.4748684393347912,2.6130055389788427,4.694724221767281,0.3235471664540437,1.8084164636981375,2.3932193453079966
8.641319419017764,1.8571377626369991,0.626845889761084,2.151592877947664,10.951371928438842,-0.4130881636837483,-11.812914871725882,0.7712338277593516,0.11957338848085657,0.6086154418054444,0.09334542997260177,0.6292809762489121,0.9171880622463909,1.2559869046018943,6.392835684910906,0.4786727491378468,10.458406870861106,3.324751564858865
0.2734448871741194,0.5837873292700391,0.18745566705688815,0.5501307527051431,31.311132070681612,1.1311796383228943,1.7308154829060778,1.347669378897503,1.2321721235638292,70.13006254423594,-0.10045332749732969,-0.23003093663015753,1.048977507112263,0.033764353632092486,1.9217252092472645,-0.9050821563895513,-0.34308636134197495,0.22957293006177987
2.241705150242074,3.8562651108581116,0.3273458124046697,1.3678327106915678,25.529916943289933,1.4781158663793792,16.742166990379772,3.6249322871630913,0.23368978312015767,4.361703523332652,0.9118099345465596,4.268849858781816,1.2272890333893296,0.07695231359300268,1.4362766435305359,-2.576706744362092,-6.922493121011606,0.9829998852236512
7.130133970235682,0.3995674001369699,1.177443090857782,0.6701237420089317,0.9667298961135572,-1.0825803588554859,-7.589451817802299,0.27076125008728075,0.8459393428532258,1.2203639444011372,-0.7532327608771536,-5.932962110448403,0.8765161732721286,1.0703981762024712,1.5441714012075163,3.0174961932270703,26.73573779512097,1.1484068658874171
5.44939204711717,2.329734714496573,0.46195749415981996,1.437169724129285,13.468958708677512,0.196662802679086,3.9331208281604852,0.8902788646895191,0.5898659025121151,5.528142815147258,0.8540483745654949,10.942590601805353,0.4588518498164135,0.805832951640085,7.5521565543052365,-0.6102501717186879,-9.138848040347373,1.698043428961528
0.4687816536017895,2.3335027689583994,0.26375437612060754,0.21668323731019623,6.229539774347208,-0.6973286875027133,-0.8158984728587756,1.1361646723180396,0.4596435684281736,13.214533468720015,-1.1269927996289884,-1.9205148322784353,1.5893777297369136,0.5530829908904329,15.900872319599301,0.8160403232918045,1.5254314675156362,0.6231797986884671
6.739666942296597,77.94818249197112,0.9498924946786499,3.008367437537957,6.668251363733117,1.131438184253682,19.691338955299127,0.8677843568990942,2.36739065270045,5.247482655003851,0.0014939281863884195,0.0230644797242428,0.36073000142691136,1.8892096206628466,4.187561822458997,-0.6244515788382916,-8.612273617135939,1.365390290257382
0.1885234854131579,24.377780998828833,0.46621701671647353,0.324437403733041,2.985277247458898,0.6754364600884263,0.2200099366718932,1.1216726110312796,0.40288813033053256,3.7071335022044707,1.8637397281223738,0.6765031706125756,0.5529433402881974,0.7962068033095329,7.326214631367627,0.5664419909074184,0.2890418443836528,1.593527258347322
22.101173042262502,6.347871456018483,0.4934770420640711,1.2736527836480411,10.460372228666545,-0.8826556392269069,-63.092857128937126,0.648667788971677,1.2646569927354332,10.386490773182569,-1.9502707548252907,-138.9135637719231,1.2964866295452238,0.3248179070924261,2.6676942557227763,-0.4244890482724859,-15.323213113902797,0.67888993599658
12.60528752681829,2.668549633142856,1.1256637374257892,0.781670288543004,1.233775803578168,0.7134481061204488,9.989258921941612,0.9042238186809743,0.7781165253185894,1.2281666008974557,1.0526027055414533,14.704351636868008,0.5988263990975813,1.9930245378710272,3.1457578557145753,-0.7429940488398421,-16.61118964623419,0.8103752087787258
0.8135139066068877,1.0585340486244739,0.4601614758617401,1.7696109158508169,16.7142644690383,-0.9761267561106075,-3.2464957105326295,1.1283221760458217,0.546388023625823,5.160724229148598,-1.4160859750939478,-2.6170374001674936,1.394079129850295,0.1478632384824571,1.396592466234887,0.8752324532260287,0.8414401707337781,1.1178643902473344
1.2128249514221048,29.231323131081215,0.8481067076934922,0.18746107530428316,0.521242841229684,1.6933402640978634,1.4827311444880877,0.34464600214274943,0.3325811950442274,0.924755001874546,2.0995090370715985,2.4486641107424805,1.2673423886643667,0.06831227007714048,0.18994493490481254,1.2714191149970018,0.6720486579277598,0.3607530046551725
5.268139505452187,37.441993539916744,0.8492132834288935,4.146407839121715,11.499221909264186,-0.7304617152498336,-13.04935221161307,0.5314772999895969,1.2419412331955146,3.4442723419617827,-0.33466148611487023,-3.2719883174747864,0.48742189375216916,0.39947436353236165,1.1078611973427384,-0.1807038311732863,-1.0019990345102423,0.45310260354708254
18.381846643428943,0.3296797237296991,0.6490397843246971,0.0921500334300224,0.437504833546391,0.9892504284355715,12.027817041343285,1.6809056765145436,0.8140188622956391,3.8647537455612797,0.23745857676278814,8.581000205907909,1.3258115193425057,1.701121066075036,8.0764885388847,0.42125645546125995,22.00629843530186,1.7486810628553837
43.215467172789246,1.5553346015981724,0.457882630769026,0.3086956636536578,2.944775462835735,1.0806697118253976,80.14165091716778,1.0886185499289405,0.5091501342236285,4.856993468633379,-1.513248574122823,-144.12298396924513,0.345872710403325,1.0540904845247334,10.055404593955284,0.21442895285184937,29.38477785456831,1.4184100302668268
31.79687622925064,0.7410304746767783,0.5160782682812525,0.1106926984921037,0.8312235276777548,1.2486634268907655,36.198348888539726,4.400822331377427,0.6487486108750447,4.871641185493961,0.23034215795526997,16.165737940651482,0.611589197010623,1.928729389736174,14.483387514368266,1.537799914076344,186.08842666121095,1.3042274592631768
511.6204542561266,2.078680554579791,0.24771915830057,0.8380145208494311,27.312556221301858,0.15625129119669678,417.78485069874944,0.3708459885678722,0.3259286559470636,10.622661682120144,-0.6116743521510025,-1019.9640027664644,1.1688357734555104,0.05292213328611661,1.7248373444211442,0.8888257532497393,597.2258562714162,4.871338775650823
1.8162626804969515,7.256777868376788,1.2101627759100786,0.3685575151872158,0.5033240549027348,-0.19877398540992322,-0.2561309428301278,2.6330396961915565,0.8065111387224538,1.1014195612313165,1.114795208130689,2.124956995553757,0.5912905346986278,0.931147111355171,1.2716298555469254,-1.0271875420741277,-2.103820878920127,0.21512517270431622
0.7217431501613452,0.4126517975697505,0.3103315360140268,0.19826431814648987,4.117396911564112,-0.06978824814674751,-0.102205986553826,0.37856662472709235,0.8589686953626547,17.838384064667178,-1.4085824690790083,-4.2938088308076905,1.0197392684644653,0.21191194458233556,4.4008200482256115,0.7020721289576519,1.062994967987579,4.698788537269274
1.2329141228366765,15.148508732234179,1.0167102525509526,0.04949138902211115,0.09575583164023366,0.16410324758474598,0.06260840204184896,0.5362712147358604,1.0663643163883523,2.063199355783209,1.4779226977133033,2.617309871481457,4.107070845186765,2.827026083622041,5.469723906615743,-1.5387780105056368,-4.437021176496107,0.7646704776599501
0.7266656376873707,1.1896326105081092,0.46553629939225594,2.8112614268356158,25.943234985223715,0.1915499767594874,0.7089715243655201,2.02291855429423,0.8046971567570207,7.4260071405694665,-1.6980716041014092,-3.3625465457530646,0.2220461344679468,0.2233400902841347,2.0610550084573087,-0.4780635035113399,-0.49872943993780916,1.9344004569707922
1.1916408356514934,3.8469877765434837,0.44641797714424236,0.6880980465048513,6.905529265345849,-0.09817145512397306,-0.30741785695414864,0.2569902407331263,1.2099303151184353,12.142469002083663,2.6713220740912176,11.092390034909721,2.390184194358069,1.902364086902158,19.091510202904153,0.42371739972201855,2.2061844427667316,0.5204351158165803
2.5213853207632746,1.9352917071954479,1.1806488080943633,1.338950415041595,1.921113499836944,0.10473055453955987,0.3660067839227327,4.456787546591799,0.7948079921117968,1.1403830539735362,-0.644703398623639,-1.735899416936904,0.10534481641899181,0.4578835782542106,0.6569670643931077,-0.4373668255630891,-0.8938339732313416,0.16683401800825157
0.6391984290280006,1.6470308401456126,0.41769502654090696,0.6161661318126683,7.063325339658491,-0.13589193887036016,-0.23085219020373596,0.22963572086857778,0.08997573808353834,1.0314229847237857,0.12881671292049868,0.08362310984008886,6.907351838649709,2.109616731697917,24.18326576005271,0.4852843508504475,1.5254200832363747,6.337976439212043
1.7886008362903278,3.2849747242296092,0.5128710732404121,1.5921820613015072,12.106157298173711,0.05035826937563335,0.31339162214561084,2.662984159077781,1.662307105305753,12.639353114086118,-0.2502044078112537,-1.5910023070327843,0.1137933535486181,0.3761956013326455,2.8604034898441317,0.08685743742599361,0.2627447767620413,0.29698208577217217
0.49408910270536494,4.426062279297694,1.0001097622085995,0.8435355782060734,1.6867008640670356,0.2208916003518609,0.14174361700004026,1.6782939082091914,1.3775776420143484,2.7545505597363094,-1.8736487809383482,-1.5364514246384846,0.09296345291257019,0.05481536950285156,0.10960667634344469,-0.2758234110008978,-0.04511852617672498,2.6767954261987557
2.3105289068295014,0.655120896730684,0.40290203942471425,0.37687322414956165,4.643295758482006,0.1948535963921395,0.9701368602711108,0.31768674965062155,0.39769754583886313,4.899863427335089,1.3659965346585876,6.98639267038716,3.0583792590503216,4.1956751013057065,51.693140168880866,-0.31830545700859597,-5.287762589230942,0.3025535655408093
2.040344785960999,66.78986395764588,0.7247972947439383,2.5394380767121074,9.667952220752214,0.12323516001941606,0.7818176012591869,3.1442752772166367,0.5895965798655474,2.2446664937147243,-0.5284142994072112,-1.6153031351113416,0.2704263005443197,0.07857790775082825,0.29915573240725546,0.5962761514581038,0.6654258481906677,2.6128902973240256
5.4001597152602745,606.088404187935,0.8230211618654207,0.11180700957728451,0.3301239427035408,-0.09055054594183135,-0.2809546274022067,1.2818484814828845,0.1618060100171562,0.4777521389933015,1.010226774431704,3.770741835704869,4.319939118089687,0.6430120532962657,1.898572147154444,0.6972118080275769,5.187819904472322,1.1839998295885639
0.3750343259591806,380.80766586114663,0.6724237380896246,1.1408206805208678,5.046163382206466,-0.019158430306657287,-0.016140299781041707,1.3378909165453154,0.28260854043706013,1.2500552388313952,-1.0903553227149414,-0.45719731337045044,0.350765226345447,1.1971026300108663,5.295113911807626,-0.7826594383725927,-0.6754317941647038,0.8743489560335598
6.728152850311721,108.03116775484325,0.6027801365285721,0.6784368559623846,3.734406269350455,-0.7495620029209549,-9.745725930134265,0.4574755265899238,1.4145654401150842,7.78637245536841,1.0198982477177254,19.147861692496434,1.898875480238026,0.13842582933869174,0.7619548973192988,0.4774196502112553,2.8038887094534344,1.8441710460707947
0.2991391294804816,0.28363778653539407,0.820449196060396,0.7115747618835616,2.114205236765665,0.9812354239645505,0.42679568115597244,3.5653683350973666,0.40102806429092736,1.1915201030592695,-0.9739763783014732,-0.31803311036325654,0.528805213112233,0.189855175507496,0.5640908415898741,0.5192208476305548,0.11665406354508912,0.6584196152244847
0.3960790234211404,0.6109774756570658,0.7086822735879506,0.7914344031747494,3.151677569985494,1.031276926712279,0.7251503052877681,2.549560272185998,0.2844034210686243,1.1325611818408767,0.09709004581480304,0.040924877174868084,1.362356937658795,0.20453951021455638,0.814524342046701,0.7460622917704197,0.26669137246535757,0.8087056511873798
7.342717753371376,2.0377458572138054,0.9641002726331103,1.6869649738193304,3.62987483350689,1.0142313717494515,14.188605031726222,0.4580973540690169,0.25041764537644845,0.5388284421579065,-0.6373464467365347,-3.435244552487775,0.3631531346817463,0.6037006594648098,1.298994267676784,-1.2280826658388557,-10.277513440428132,1.1944768896399958
1.5121091911178248,1.1292590110532716,0.2128124921641931,0.31047184564651814,13.710648086149954,0.8248886095412323,4.61856916579471,0.3003631382738121,0.7865409902371234,34.734185639334946,0.7451151701528942,6.640260530313987,1.1421520189033019,1.9499826078916784,86.11255959535528,-0.7720801354717428,-10.833749291503075,0.39989789431170636
0.6936024047363413,0.546769631832563,0.21055346235562322,0.15165787334364655,6.841796973578487,1.856571902231013,3.3682743256608,0.30838253003216065,1.6361650716729104,73.81291184455021,-1.0932849131928342,-6.514935408943783,0.46318326133851806,2.0835547173343176,93.99616416248733,0.6890880192375732,4.633832752506988,1.0816646247866597
19.78445470281507,2.808844999117484,0.47510141302818876,0.6503219712875326,5.762166171874048,-1.551800324720558,-73.69750961669709,2.206688090735546,0.05100890661641062,0.4519635029206315,1.031804311718852,13.72375973454077,1.596014250625017,0.3576980751184035,3.1693773841149024,0.01443163232880709,0.5083075003531132,0.6833875279233622
46.71525282504019,0.7597605366070277,1.8266885355893827,0.33627048705003193,0.2015532207081368,-0.944500315683416,-19.808686657619727,4.484714551013835,0.270451083111998,0.16210250064888057,1.3237935065730184,24.898535736140882,2.1807434666122387,0.5221302125507273,0.3129535002962227,0.2553309616041877,6.672707550556001,1.83852377625554
12.511768561256174,0.6219387715700211,0.4184719923657236,2.4673089995745356,28.178686483701412,-0.9227765877123053,-61.28802721279911,8.530100642518766,1.3491328148206703,15.40820003504259,1.0294772944547255,50.56050800549816,4.994747421177773,3.7708455204647935,43.066139554458076,-0.9157427477546511,-75.19001335858982,0.43260567045171733
3.0198445600673756,2.34421645264614,0.5126814344308726,1.2440622656636207,9.466227369989918,-0.30106031843276865,-2.797219657714027,0.9849261592773901,0.9371766389479792,7.131095761828431,-0.2933728300510023,-2.36582498384871,2.0172780548359333,0.9877914687097749,7.516230413077503,-0.9692179416580913,-8.024280038872947,1.0584218936013952
1.138048238864344,2.2523429149524845,0.8260360117454398,1.1548144354677037,3.384887486645541,0.8611164696420345,1.8029956765338824,1.0102728360870707,0.7574787447334437,2.220253094957014,0.8038365348178393,1.3631060781518816,0.7484036020140775,0.31782657436709527,0.931584470593229,0.9256776371274239,1.016790695016787,0.9899799197991979
0.7105053371435242,3.132642354055946,1.2653991110865856,1.2318412747047125,1.5386140618731974,-0.3046003073217228,-0.26844945734651254,2.894581501739129,0.7024570901928197,0.8773941732812003,-0.6652404483199343,-0.4427344995137396,0.7733994326029504,0.9670980630176319,1.2079402675689281,1.427544992381078,1.114756155252247,0.38828224013035395
5.843357316581796,0.8460706037826676,0.3847292839532324,1.1865000613062444,16.03198405457476,0.6906678673841663,16.159403721720494,0.3920590012080541,0.9025350790556035,12.195050356916196,0.7531094716524848,15.367823093573914,1.9526559972011348,1.2777275971786228,17.264650152235095,-0.1649071037836946,-4.0038767419359615,0.2651796155538833
0.3622495804937982,2.771334345718086,0.5006073609396213,1.2530395698189414,10.000007347612785,-0.7883176164736817,-0.9030447717240968,2.5292032709664025,0.6722733338270621,5.36514443741483,-1.2665369943700453,-1.0627141910344802,0.3456981299825113,0.5305003495157192,4.2337109863457005,-0.5420506832561663,-0.4040251416640557,3.6543480882114983
9.033025351986327,0.8393305156423962,0.6670990738955559,1.8713679501652372,8.410242288900767,0.14345579984611653,3.7579897749666813,2.0437777473982996,1.2206569845134991,5.485837774709701,-1.857853484888703,-39.30666260088694,0.76258467290852,0.5896909397250105,2.6501702555176334,-0.6461602326604324,-9.501897539188755,8.938707632511885
0.23147703655365717,0.9023771931814066,0.6566761770078842,0.3847357462911841,1.78439095169085,0.7930185243595926,0.24520891302419964,6.618415957690111,0.02816162776038574,0.1306126458093287,0.7873269023497654,0.065865139874515,2.1288974202189994,0.6548019898000834,3.03694875511807,-0.40735629534313617,-0.16432403024592376,3.0395668013389505
0.7696732663473629,0.6635392940893762,0.5789481071640864,0.4674802548069223,2.789420517455277,0.39374679565599197,0.506151385663823,5.344017805176521,0.03820206456730871,0.22794892750542806,0.523583469896445,0.1924026749473595,2.5606305422334237,0.4638992850345899,2.7680531325173683,0.13040503779374477,0.16698904558229696,2.1759444080972745
1.1980754735138548,2.5626065390445842,0.764248936850137,0.14608345221429353,0.5002203233721613,0.3225700779207727,0.27333102061123565,0.18775810896038891,0.005946606879953692,0.02036242689619642,-0.6927147798055157,-0.1184277288065346,0.5786190997562723,1.6650958284638169,5.701636709255634,0.20548613940793936,0.5878499443383893,0.45606702653869474
2.4038773548736843,1.0130942778488004,0.9814569068789333,0.42169459365139045,0.8755592841586428,-1.010384759890083,-2.2726987443407305,0.21769978931360237,0.9200371690577791,1.9102618275573835,0.5582854751965682,1.8548768629749934,0.47068438698822335,0.4287526687000755,0.8902138783369913,-0.8847710813184981,-2.006736758362879,1.8484227552032921
1.5431110749029109,0.6292579383764386,0.6828551258845886,2.0849893558991552,8.942865318655356,0.5774137660286739,2.664542593361746,1.244364587586117,0.7287272539828618,3.1256321131634066,0.4821754027755651,1.3154403830698096,1.964501350833393,3.387614552949568,14.530040938976446,1.2690727318069248,7.4647818389209215,0.11706587066398454
6.642188262060192,0.47956313123828653,0.7927444486783608,0.3650109005809166,1.1616342568256706,0.021117554314178517,0.1511783169749319,1.7177312705908332,1.8851015441248953,5.999268865026693,-0.29283367012784556,-4.764105325244496,0.9741816263830827,0.9675188384262665,3.0790944189651186,0.9593494062514314,11.18148524863362,0.6956573757763708
0.4076555027737965,2.7748081051157616,0.41187073377495387,2.098442896839717,24.740318387853616,0.14516741033351507,0.2943507052370348,0.14295362928010585,0.38768577249802305,4.5707555161434,0.47668585329948737,0.41545077031930966,1.4636987837614592,1.080627142849516,12.740427491697274,0.0025546387350581594,0.0037171903606164833,2.1385540800894467
