walker	inv_sigma_noise	inv_sigma_gp	lambda2	zeta0	ell0	nu0	zeta1	ell1	nu1	zeta2	ell2	nu2	log_l	log_p
0	1.348391492e-01	3.131268676e-01	1.004274750e-01	3.759627507e+00	6.025762453e-01	-1.530758564e+00	2.051065671e+00	1.124563594e+00	1.771543752e-01	4.836925812e-01	1.511252347e+00	-5.142601179e-01	-4.316883653e+04	-1.445278528e+01

1	5.663686048e-02	4.779478866e+00	1.499190979e+00	8.878147159e-02	2.026497651e+00	-4.333575777e-02	1.345808522e+00	3.299406873e-01	-4.666356118e-01	7.169236933e-01	1.555843255e+00	2.386158202e-01	-1.806478091e+04	-1.505977429e+01

2	2.008598124e+00	7.203712166e-01	3.776133339e-01	3.368140403e-02	4.152061270e-01	6.984414596e-01	4.066574727e-01	9.668133315e-01	2.564649363e-01	8.279035188e-01	2.648452233e+00	1.813505274e-02	-2.205503424e+06	-1.149899246e+01

3	6.963365168e-01	5.115503013e-01	2.381760443e+00	1.087157828e-01	4.835757573e-01	4.432294794e-01	3.343010411e-01	7.810493295e-01	2.225135400e-02	2.017044899e-01	4.717130604e-01	-1.155763277e+00	-3.741070716e+05	-8.898997963e+00

4	1.291358610e-01	7.488561938e-01	6.924102298e-01	1.720963069e+00	5.122054324e+00	2.575427993e-01	3.244287866e-01	1.087599461e+00	3.212353927e-01	8.562390318e-01	4.904692750e+00	-2.395119300e-02	-2.693195763e+04	-1.625376375e+01

5	5.120168858e-01	5.286422007e-01	4.399861204e+00	7.272837352e-01	1.288334243e+00	-2.745206441e-01	9.399127491e-01	2.577600355e-01	-1.192044382e-01	9.178364599e-01	1.367122660e+00	1.107859916e-01	-2.332999887e+05	-1.244900647e+01

6	3.615516302e+00	2.744265171e-01	4.682954433e+00	3.574609717e-01	7.763282864e-01	2.708110967e-02	1.219344653e+00	1.359700488e+00	1.634663108e+00	8.017497739e-01	5.477019443e-01	1.307544064e+00	-4.873430034e+06	-1.689341304e+01

7	5.937971013e-01	1.564738541e-01	7.656891253e+00	1.557385812e-01	1.367008218e+00	9.094642513e-01	1.121641743e+00	1.254205948e-01	-5.358054534e-01	1.229346230e+00	5.785760184e-01	-2.936587312e-01	-1.087051653e+05	-1.429207934e+01

8	3.125018547e-02	2.542833149e+00	1.140096112e+00	1.141345119e+00	3.080748357e-01	3.924177185e-01	1.478674738e-01	1.061865296e+00	-1.689119594e-02	3.026167393e+00	1.613883819e+00	-1.097361958e-01	-6.371287261e+03	-1.387413055e+01

9	3.812639645e-01	1.460447315e-02	1.264423895e+00	2.063147828e+00	1.759281609e-01	-4.604690270e-01	3.539834419e+00	2.833474352e-01	-1.530317999e+00	1.565217891e+00	4.007618703e-01	9.159980689e-01	-3.087836104e+03	-1.487097436e+01

10	1.939143742e-01	1.300412321e+00	1.590593135e+00	3.605198829e-01	1.137551543e-01	6.702987701e-01	8.777659632e-01	6.445715602e-01	6.689793384e-01	2.760228353e-01	4.970710911e-01	7.247381705e-01	-1.749620401e+05	-1.009486443e+01

11	6.966779017e-01	6.943715848e-01	4.645638118e-01	3.990032525e-01	2.273828924e+00	7.451015993e-02	8.543114292e-01	9.300683636e-01	-2.928762188e-01	8.394783092e-01	3.167603899e-01	-7.735785687e-01	-4.086292936e+05	-1.078014390e+01

12	1.798772467e-01	2.882620228e+00	2.852971620e-01	2.397297352e+00	1.867285137e+00	6.535751822e-02	1.715704451e+00	2.304250701e-01	1.943866146e-01	1.497850105e+00	2.121876643e+00	-1.398981359e+00	-1.562261160e+05	-1.738766472e+01

13	1.410702864e+00	1.273414900e+00	5.200369825e-01	9.710287483e-01	2.096650251e-01	2.217148540e+00	1.868595031e-03	3.275548026e-01	3.526816094e-01	1.444411767e+00	2.330379117e+00	4.492097342e-01	-1.950279900e+06	-1.447350171e+01

14	7.351402853e-01	2.512665851e-01	3.692356681e-01	4.377703773e-01	4.756297265e-01	5.998422886e-01	2.544415134e-02	5.338291627e-01	1.535650354e-01	1.018044849e-01	1.516899404e+00	5.019568586e-01	-2.645239132e+05	-7.772563817e+00

15	5.945531492e-01	1.455388253e-01	9.419374096e-01	6.507438246e-01	4.657271062e-01	6.975517179e-02	4.529182241e-01	3.595927392e+00	-4.466618228e-01	2.849062373e+00	5.784925918e+00	-1.466937578e+00	-2.053603859e+05	-1.741265482e+01

16	8.327874909e-01	2.750409410e-01	5.598199355e-01	7.880729002e-01	1.418799385e+00	1.290001141e+00	3.966295232e-01	1.433302891e+00	3.556594411e-02	1.684598391e-01	3.167737402e-01	-2.341138803e-01	-3.574095065e+05	-1.007278437e+01

17	5.018221936e-01	7.781536983e-02	6.397245808e+00	5.208558524e-01	1.378029649e-01	-1.263934990e+00	1.373376504e+00	8.288817458e-01	-5.789338849e-01	1.085583209e+00	6.793212559e-01	8.029363090e-02	-4.920516414e+04	-1.371334723e+01

