sigma_noise,sigma_gp,lambda,beta0,ell0,beta1,ell1,beta2,ell2
0.48449105845279106,0.24992594705598725,1.348878815802523,-0.16373230853772236,1.9957835933744874,0.02408117576802219,0.30417297298167906,-0.07567488754832997,4.921326379187433
0.4557110551737731,0.22002736338078474,1.5134537778301071,0.06582950287286259,2.848665403844367,0.05929380618445879,0.2813091827341582,0.35780649812716186,8.488890070100853
0.5109220362880575,0.22783743167293152,0.5956139877614636,0.07161318810897534,1.4004615153300515,-0.157803400096509,0.46191567933898664,0.2681273595783601,1.1128955993813163
0.3858301968820848,0.7400886593855713,0.7772661575134336,-1.1513784534342735,1.1566776922389623,1.0686602820224738,0.2900263903413404,-0.5145659490731466,2.2682425204448275
0.3151946630006653,0.5518027926550083,0.58158066609543,-1.1697457460632628,0.9415887041855938,1.543837381022937,0.18842954048735133,0.4482091220143628,5.342790145900118
0.38204993400168646,0.311719423551048,0.47770440126687597,-1.3868796930997442,0.72491283065862,0.5125377449399576,0.31643877304006307,0.02681527290810594,3.014858515518728
0.45688731672984784,0.4465319379176273,0.4274915527471692,-1.3727042809196768,1.0343149307480943,0.6591595050564153,0.393781758053065,-0.23037809745614973,2.63812267553836
0.7083138207347455,0.5478148925943991,0.3975909156228301,-2.2961947738666053,2.0725307585604686,-1.7498131814842324,1.8848858339242627,-0.7010976598109996,1.2351854576775965
0.26465284365195924,1.5721089755230457,0.3240068696527721,-2.5128080266702986,0.3116200542362143,1.7554743060410005,0.17022549689383626,-0.4749638007487479,1.2829198849191226
0.41869032177023446,0.8795205845970686,0.22135457974595957,-1.8107035569481047,0.2654952830495711,2.405321329211403,0.09406715827722034,-0.34335134347369234,1.908537501271468
0.38788098760270395,0.635220109900731,0.2063615781859463,-1.4312144636116741,0.3141209341980093,2.374711997456538,0.040709092660446415,0.6632517389311605,1.2723096593958838
0.3068357400002328,0.20756944877201977,0.303618219491023,1.9274487195163095,1.2594179574854245,3.923605451056456,3.82517697249873,0.376938309925238,0.7326877335471847
0.2868964130644668,0.20935840301950429,0.28125431785588173,2.544998868873837,1.7709461679296021,3.773549387890645,1.3490046648012723,-0.5346708575685765,1.4830044089079724
0.6670967727175556,0.3360474561571959,0.792745748410596,0.9608304036574534,2.0624910970760797,1.1560813573286035,1.3411183262232922,-0.05963433422311743,5.746119742785804
0.6040285509022504,1.0486980718812176,0.31363129758590713,0.2500167881805781,2.315750290627415,1.5539220721034839,0.5246941649277035,-0.0606858154745157,5.2850655359368846
0.5414919500490172,0.6598300506078353,0.5146860501615169,-0.2987887944320513,0.6284142744625056,0.9681419343728667,0.8695302209863904,0.371603374910634,3.654456566532041
0.49119289644922043,0.17214763525022625,0.5254119153358766,0.283533761686945,1.5098670240947238,-1.3498465867287799,1.0357018720377167,0.5812730430413078,0.9371956764808075
1.5528062504919569,0.6253776467708205,0.30398920182714945,-0.7909397793288463,0.8967775189508338,-4.437659879289796,1.0195926544854406,3.2868653572542286,0.49325847137814544
0.4939047202176581,0.2807105556815567,0.6991843485098052,-0.21829039625057764,1.0659683485275746,-3.8677989521359013,0.4661201144188552,0.8444708508989173,1.130345143897012
0.5688718064558804,0.7369053009429803,0.25384368099590016,0.20373348635316355,0.37922122932101426,-4.4923631757999,3.7049370983756584,-1.1844002785204248,0.3275604429581359
0.21700736672884166,1.1035118936960562,0.2638436726628806,0.2287796539456812,1.0906943192106986,-4.77572286983948,0.2072785604414612,-0.5785527839678932,0.6965382821022259
0.4364428714725695,1.6495963420944033,0.5895086669472074,-0.11284766141278926,0.5679948487009921,2.3344322833960787,3.4278584055684527,-1.474884301260115,0.7604277700941273
0.5305240207554626,1.6850436516063576,0.5611937031970875,0.7407260731192304,1.2461059254846882,2.202939794931585,3.3257512004917467,-1.1141465846367538,0.3818273106941049
0.4262331165007673,1.2951147292383882,0.5703457820176712,-0.048687300805590285,1.8565192802851602,1.81820305699485,5.414359659652629,-0.5970668846107596,1.0552687803828817
0.18201952606940203,0.37233114197997247,0.3443741251680382,-0.14406480895972498,0.7680263253562661,-1.1270485304688986,0.3861240584662872,-0.06914436528132699,1.0289661594121864
0.3226883750353181,0.31829833547164854,0.39436317593480774,0.7626734540469643,1.3748132673215878,1.993110057047384,4.412320781394271,-1.3421558120509054,11.635796568234337
0.3086753262740306,0.22863193866004158,0.4647626297505387,1.439568119138749,1.8875595831416823,-0.263514264373333,0.8011258895562781,0.6661924576918234,1.2117981331735073
0.18920347552334368,0.6216327744254616,0.5224337446271571,-0.5007019505947804,1.199399035904752,0.23161385213966723,1.4202009783296374,0.6174987593090799,0.48877358236056834
0.285330464472192,0.34641463230030783,0.4916755167587745,0.42179479676247816,0.724160789789153,-0.11394226651348799,0.6643270372108481,-0.04989492190454068,0.44431006047639904
0.163038841447759,0.29233562465589097,0.9242145498518527,0.29335044209317873,0.8968717948706831,0.10550771949091216,0.7484011010046905,-0.30697827740352657,0.6896457079780115
0.13925047521306194,0.2740668731435168,0.9479936316670071,-0.016931545584794882,1.1245643983249194,-0.023074387358172854,0.8213666126567798,0.07609414932717282,0.5919582706832703
0.1758709696177434,0.2153386703167716,0.6752455356188376,0.08747399253435775,1.8165806592812301,-0.15921709037917997,3.395319178000019,0.32095380012466224,0.5582614473860336
0.16717229271475845,0.2083645671667012,0.5928265487753541,-0.1296640917000637,2.1284206072188643,-0.039046276372339185,3.274708914666832,-0.39132548436253595,0.5666568046033672
0.34155644708299104,0.5119254664474194,1.2095660316811168,0.19895451928199567,0.7675485152438873,0.13220718049319918,0.41058814996423276,0.3869296752013382,4.091661341933302
