sigma_noise,sigma_gp,lambda,beta0,ell0,beta1,ell1,beta2,ell2
1.2429675443153894,0.21783245055474926,0.7274700118617458,-1.0398112621883862e-06,2.2915715418105522,3.2363374573988315e-07,0.7478896139300001,-8.272651755696204e-07,0.7820981118963656
1.2430232634691485,0.2178395920738718,0.7274717675208782,-3.063086596226135e-07,2.2915550109874063,4.6826656499217006e-07,0.7479005018391733,-2.2019573178391658e-08,0.7821019624906501
1.2431949185638602,0.21785482113725488,0.7274783489353653,5.206065704548948e-08,2.2916498727187573,-1.334392122564473e-06,0.7479451250397271,-2.2797328970494072e-07,0.7821203470919961
1.2432944239774417,0.21786298255901484,0.727464060828658,7.130915475015896e-07,2.2917108880221537,9.717326054143306e-07,0.74799311237942,2.859917878662134e-07,0.782161345679785
1.2433252156302408,0.217867285798043,0.7274656886900045,-6.829758129572721e-07,2.2917192598198537,-1.0299098596052467e-06,0.7480066204101008,-3.444893200283656e-07,0.782179236677269
1.2434539492944487,0.21787590228493084,0.7274615335345614,-9.485372318785921e-07,2.291801766227166,-4.2369350070712237e-07,0.7480436144097695,-1.3694531049817382e-06,0.7822133232428973
1.2436365452191451,0.21788905622535543,0.7274586322537699,-6.008779371376691e-07,2.291930033481094,9.153636956836498e-07,0.7480833129168618,6.499464432596814e-07,0.7822571011384032
1.2436674814758084,0.21789852253436834,0.7274630222936188,6.798081055213776e-07,2.2919334214029794,-8.799471077515378e-07,0.7480879369734305,-5.709636320499898e-07,0.7822586176713112
1.2438416651195578,0.2179166712825156,0.7274573222924123,1.378939723030558e-06,2.2920183532184053,5.786399281630629e-08,0.7481167491376784,3.48146386799821e-07,0.7823386780089892
1.2438735985065217,0.2179187971873041,0.7274528353719878,-1.4639658481029133e-06,2.291995040073013,-6.380342596518645e-08,0.748117596863295,-4.290727359635723e-07,0.7823537755390365
1.2439093055780979,0.21792403132951693,0.7274523310883825,5.22218677348208e-07,2.291961851453257,-8.577096313316009e-07,0.748126133873684,-3.604917327327399e-07,0.7823687300635593
1.2440667510232306,0.2179319707428458,0.7274571527862014,-1.1599428715096992e-06,2.2919147486066063,9.762512963272942e-07,0.7481886063209233,3.565732568388723e-07,0.7824102915577595
1.2441423272493262,0.21794122841425098,0.7274496379955182,-1.3570331375444416e-06,2.2919577485181155,4.989695263839904e-07,0.7482089493121805,1.4423903219376465e-07,0.7824184736709229
1.244184797121427,0.21794571739035173,0.727452659892715,4.992588652748081e-07,2.291952377219454,1.085653029057477e-06,0.7482191842105897,-2.594369341683602e-07,0.7824257111564135
1.2442349158496886,0.2179492426552397,0.7274535886104394,-7.178700092969736e-07,2.292008412640127,4.1400223032618563e-07,0.7482371307315367,-4.0284314770857287e-07,0.7824263007391443
1.30964177781258,0.2244290382981766,0.7272657969414507,-1.1219134997018159e-06,2.307084137380988,3.0149793302038465e-07,0.7639615437482405,1.6575821786806455e-07,0.8000714293745234
1.3096788450217212,0.22443534483162444,0.727268179767113,1.156301491540651e-06,2.307099730186545,-3.0565589590109444e-07,0.7639666640943386,-7.234320786633594e-08,0.8000860204765455
1.3098397348890092,0.2244460210681993,0.7272760701049857,-6.359765325778336e-07,2.307112618701438,-5.570904706115643e-08,0.7639939515958883,-2.778082344477364e-07,0.8001064745406002
1.310025912487035,0.2244578951402295,0.7272712764189337,-2.2982607306187794e-07,2.3071171904273338,4.0300517030410697e-07,0.7640092578215779,1.2169302872096409e-06,0.8001399421889078
1.3101200780614324,0.22446169046920714,0.727267943061031,5.739422189946532e-07,2.3071104691069095,-5.392262468751046e-07,0.7640144208765262,-6.767972108483849e-07,0.8001802001127234
1.3102301457959749,0.22447277936099969,0.7272524780254496,2.77054595049224e-07,2.307131759474346,9.397927312733849e-07,0.7640572311618359,2.3083025028378115e-07,0.8002033998891175
1.310308839704143,0.22447408550842807,0.7272498432606349,-6.020197149567514e-07,2.3071887981650523,-1.0563667017333025e-07,0.7640726550382638,-1.042604408610569e-08,0.8002369829351175
1.3103095794282955,0.22447476311182368,0.727249453500671,-1.0052920072358104e-06,2.3071888203196083,-1.9234995663754605e-07,0.7640723860325436,3.5811298467163036e-07,0.8002375790175492
1.3105310050366903,0.22449868518019303,0.7272512221490262,1.2768316203922346e-06,2.3073073647677242,1.0152342767928638e-06,0.7641044015578996,-2.4554359889912626e-07,0.8002675430794619
1.3106876950624244,0.22451132112447528,0.7272564195671976,1.1486032381959435e-06,2.307289096964969,9.960086570264755e-07,0.7641342374704105,-4.4814298846749784e-07,0.8003212144955046
1.310696621276488,0.22451503763202152,0.7272582428489235,-6.50214630779088e-08,2.3072995052469087,-5.528359678133301e-07,0.764135467354847,-1.1057523873339045e-06,0.800324621267381
1.3110963065052033,0.22454161993284674,0.7272514584135903,-3.507471086918196e-07,2.307514783895612,1.6256172822476828e-07,0.7642169254401128,1.0376404590905232e-06,0.8004508085827721
1.3111861216452798,0.22454801945101713,0.7272497902590391,-1.82336000341089e-06,2.3074895664609567,3.19354483211808e-07,0.7642391797115382,-9.663727537729452e-07,0.8004804352836905
1.3112548740033407,0.22456013599470134,0.7272524004985889,-2.2668889536127428e-07,2.3074911507283056,1.2826670539168136e-07,0.76425073873207,-2.4388424228733966e-06,0.8005154211321088
1.3112628118309786,0.2245606516816213,0.7272542109635827,1.4756050699948042e-07,2.307484954554677,-3.481814094279494e-08,0.7642516510504117,8.465130756322476e-07,0.8005155209383067
1.3113246486766472,0.22457244873687507,0.7272507123622891,5.67942999078747e-07,2.307466404536644,-1.5746404793193018e-07,0.7642734203457757,-1.0763154295474701e-06,0.8005425331028743
1.3113605538732318,0.2245770427764692,0.7272507271112039,-5.453495373215252e-07,2.3074511344506408,1.3711015992699972e-07,0.7642771832037697,9.711219299792668e-07,0.8005608039458934
1.3114826906165888,0.22459260932267272,0.7272532159400797,5.1149758287938375e-08,2.307508207576864,4.4937759396727035e-07,0.7643108334601313,5.983468765447107e-07,0.8006102706357419
1.311601719980799,0.22460167113512158,0.7272482055708709,-4.913873214859689e-10,2.3074758623858367,-3.23146547111362e-07,0.7643290016540429,-1.1660737567919625e-06,0.8006176312531031
1.3116792102001245,0.22461084094236453,0.7272414280144506,-4.1864979185659784e-07,2.307502082285244,-2.1086768724536025e-07,0.764359161534932,4.607088845559958e-07,0.800617724850732
1.3123513117252752,0.2246766225286447,0.7272702433535997,-5.50427486511638e-08,2.3077316085804096,-5.472582892013699e-07,0.7644599519470627,3.4577379711798255e-07,0.8007332597882626
1.312479176309353,0.224697075145531,0.7272801360024049,-6.648571314924257e-07,2.307769644584339,1.3239188953174575e-06,0.764507142629241,9.540595640168262e-08,0.8007648238486881
1.3125210589214666,0.22470357766207646,0.7272824796488073,-2.895497172403583e-07,2.307821518421575,-5.333516435644164e-07,0.764518487695559,-1.0405609068359757e-07,0.8007746536973283
1.3126457841009553,0.22471281365044327,0.727288656862682,-2.292518395925505e-07,2.307837505518293,-8.532075628098314e-07,0.764555845097365,8.044579382432938e-08,0.8008114093216816
